case,optimizer,step,excess_risk,q_eff,alpha_orig,diag_condition,trial,a,b,dimension
band,spectral_oracle,250,0.7231733340481106,0.5,1.4999999999999987,8825.788548850325,0,1.5,1.4,512
band,spectral_oracle,500,0.4468286404743388,0.5,1.4999999999999987,8825.788548850325,0,1.5,1.4,512
band,spectral_oracle,1000,0.2576657921799909,0.5,1.4999999999999987,8825.788548850325,0,1.5,1.4,512
band,spectral_oracle,2000,0.12825780778831009,0.5,1.4999999999999987,8825.788548850325,0,1.5,1.4,512
band,spectral_oracle,4000,0.05185676878535547,0.5,1.4999999999999987,8825.788548850325,0,1.5,1.4,512
band,spectral_oracle,8000,0.013810617468739829,0.5,1.4999999999999987,8825.788548850325,0,1.5,1.4,512
band,spectral_oracle,250,0.7324596032689139,0.5,1.4999999999999987,8743.133267106792,1,1.5,1.4,512
band,spectral_oracle,500,0.45663122864169436,0.5,1.4999999999999987,8743.133267106792,1,1.5,1.4,512
band,spectral_oracle,1000,0.25432721842131284,0.5,1.4999999999999987,8743.133267106792,1,1.5,1.4,512
band,spectral_oracle,2000,0.12890202434478934,0.5,1.4999999999999987,8743.133267106792,1,1.5,1.4,512
band,spectral_oracle,4000,0.05168663188909569,0.5,1.4999999999999987,8743.133267106792,1,1.5,1.4,512
band,spectral_oracle,8000,0.013865797586239962,0.5,1.4999999999999987,8743.133267106792,1,1.5,1.4,512
band,spectral_oracle,250,0.7323897980144681,0.5,1.4999999999999987,8872.143360150132,2,1.5,1.4,512
band,spectral_oracle,500,0.44900452286226156,0.5,1.4999999999999987,8872.143360150132,2,1.5,1.4,512
band,spectral_oracle,1000,0.25906410953037673,0.5,1.4999999999999987,8872.143360150132,2,1.5,1.4,512
band,spectral_oracle,2000,0.1291323843420814,0.5,1.4999999999999987,8872.143360150132,2,1.5,1.4,512
band,spectral_oracle,4000,0.051831408765445036,0.5,1.4999999999999987,8872.143360150132,2,1.5,1.4,512
band,spectral_oracle,8000,0.013799565957219104,0.5,1.4999999999999987,8872.143360150132,2,1.5,1.4,512
band,spectral_oracle,250,0.7461778897430734,0.5,1.4999999999999987,8739.639149647133,3,1.5,1.4,512
band,spectral_oracle,500,0.45288561708089103,0.5,1.4999999999999987,8739.639149647133,3,1.5,1.4,512
band,spectral_oracle,1000,0.26010217901181154,0.5,1.4999999999999987,8739.639149647133,3,1.5,1.4,512
band,spectral_oracle,2000,0.12935702436490845,0.5,1.4999999999999987,8739.639149647133,3,1.5,1.4,512
band,spectral_oracle,4000,0.052436045343392745,0.5,1.4999999999999987,8739.639149647133,3,1.5,1.4,512
band,spectral_oracle,8000,0.014213735699526402,0.5,1.4999999999999987,8739.639149647133,3,1.5,1.4,512
band,spectral_oracle,250,0.7390311319555791,0.5,1.4999999999999987,8764.967959532794,4,1.5,1.4,512
band,spectral_oracle,500,0.4489255978733955,0.5,1.4999999999999987,8764.967959532794,4,1.5,1.4,512
band,spectral_oracle,1000,0.2579693196541795,0.5,1.4999999999999987,8764.967959532794,4,1.5,1.4,512
band,spectral_oracle,2000,0.12938365956960451,0.5,1.4999999999999987,8764.967959532794,4,1.5,1.4,512
band,spectral_oracle,4000,0.05264801606872088,0.5,1.4999999999999987,8764.967959532794,4,1.5,1.4,512
band,spectral_oracle,8000,0.013985473370418533,0.5,1.4999999999999987,8764.967959532794,4,1.5,1.4,512
